Latitude,Longitude
34.03533333,-118.4896528
34.01726389,-118.4924583
34.01501389,-118.4681806
34.01501389,-118.4681806
34.01011111,-118.4964722
34.03533333,-118.4896528
34.00555556,-118.4768472
34.01165278,-118.4923333
34.00422222,-118.4692639
34.00663889,-118.4841944
34.01783333,-118.4949722
34.0415,-118.4922361
34.02454167,-118.4899167
34.029875,-118.5101667
34.02586111,-118.5150556
34.01591667,-118.4608611
34.03630556,-118.48525
34.01736111,-118.4833889
34.01136111,-118.4603472
34.01227778,-118.4829444
34.01573611,-118.4943611
34.02236111,-118.4640417
34.022375,-118.4772222
34.01236111,-118.484875
34.01786111,-118.4624583
34.01011111,-118.4964722
34.01755556,-118.4937083
34.01394444,-118.4940833
34.01856944,-118.4989444
34.02422222,-118.5070139
34.03391667,-118.4622778
34.01040278,-118.4661389
34.01141667,-118.4845417
34.00708333,-118.4898889
34.01255556,-118.472375
34.00872222,-118.4711111
34.02173611,-118.5032222
34.02127778,-118.4696667
34.03611111,-118.4887083
34.01419445,-118.49625
34.01822222,-118.4880556
34.02086112,-118.5103472
34.04184722,-118.49925
34.02672222,-118.4759583
,
34.01227778,-118.4829444
34.01165278,-118.4923333
34.01011111,-118.4964722
34.01011111,-118.4964722
34.00640278,-118.475625
34.01441667,-118.4789306
34.02652778,-118.4940833
34.03304167,-118.4998472
34.03680556,-118.4950417
34.02054167,-118.4705139
34.01011111,-118.4964722
34.02208333,-118.4796806
34.01305556,-118.4893889
34.01486111,-118.4970278
34.02973611,-118.5116806
34.01631945,-118.4968611
34.01794444,-118.49325
34.01566667,-118.4612917
34.01031944,-118.4805417
34.02606945,-118.4880278
34.01975,-118.4689306
34.02080556,-118.4929167
33.99926389,-118.4808472
34.04,-118.4869861
34.01319445,-118.4974861
34.03606945,-118.4756944
34.02940278,-118.4937639
34.02872222,-118.4994167
34.005875,-118.4907083
34.01011111,-118.4964722
34.02805556,-118.5121944
34.01625,-118.4802361
34.02691667,-118.5130278
34.02638889,-118.4893056
34.0065,-118.4899722
34.02493056,-118.483
34.02193056,-118.4997639
34.01313889,-118.4959306
34.01525,-118.4965556
34.01876389,-118.4688889
34.02729167,-118.4931389
34.03558333,-118.4982222
34.02005556,-118.4800694
34.01333333,-118.4924722
34.00769444,-118.488125
34.03129167,-118.4719444
34.01455556,-118.4487361
34.01697222,-118.4912083
34.01783333,-118.4949722
34.02736111,-118.4523472
34.02316667,-118.5030556
34.029875,-118.5101667
34.00408333,-118.4741389
34.01830556,-118.4927639
34.00583333,-118.4748472
34.022625,-118.5069306
34.01279167,-118.4641111
34.02040278,-118.5016667
34.02684722,-118.4870833
34.0295,-118.4984722
34.02205556,-118.4687083
34.036375,-118.4769722
34.01631945,-118.4968611
33.99926389,-118.4808472
34.03093056,-118.4772083
34.03255556,-118.4654583
34.01333333,-118.4888889
34.03156944,-118.5083056
34.02330556,-118.4930972
34.00931944,-118.46475
34.01356944,-118.4954167
34.02495833,-118.4627639
33.99995833,-118.4759583
34.02509722,-118.4615
34.01830556,-118.4927639
34.03951389,-118.4779028
34.01765278,-118.4984306
34.01165278,-118.4923333
34.01369445,-118.4883056
34.00665278,-118.4915278
34.03061111,-118.4841111
34.01947222,-118.4978194
34.02041667,-118.4869444
34.01859722,-118.4940278
34.04751389,-118.4909167
34.02397222,-118.4609861
34.01141667,-118.4948611
34.01486111,-118.4905972
33.99952778,-118.4810833
34.02131945,-118.4972083
34.02040278,-118.5016667
34.01925,-118.4692778
34.00497222,-118.4737083
34.0065,-118.4899722
34.01380556,-118.4847222
34.03305556,-118.4810833
34.01802778,-118.4915278
34.02120833,-118.4713056
34.01544444,-118.4930972
34.02297222,-118.5000694
34.03076389,-118.4765417
34.02044445,-118.47225
34.01765278,-118.4984306
34.01765278,-118.4984306
34.03626389,-118.5017778
34.02580556,-118.4615556
34.02284722,-118.4953056
34.00520833,-118.4869444
34.01122222,-118.4816806
34.00051389,-118.4820972
34.01430556,-118.4636111
34.00868056,-118.4752639
34.02797222,-118.5003611
34.036875,-118.48775
34.023,-118.4707639
34.02013889,-118.4921389
34.01579167,-118.4889028
34.00697222,-118.4617361
34.01341667,-118.4609583
34.021875,-118.4868056
34.01783333,-118.4949722
34.01888889,-118.4888333
34.02069444,-118.5029028
34.00011111,-118.4826944
34.02173611,-118.5032222
34.01755556,-118.4937083
34.02397222,-118.4609861
34.02686111,-118.472
34.016875,-118.4993889
34.01497222,-118.4952917
34.02633333,-118.4975417
,
34.01863889,-118.471
34.02116667,-118.5007083
34.03804167,-118.4965
34.03013889,-118.4641111
34.001,-118.4814444
34.00795833,-118.4733472
34.01011111,-118.4964722
34.01141667,-118.4845417
34.01236111,-118.484875
34.04413889,-118.4764861
34.01833333,-118.4992222
34.03434722,-118.4794722
34.01204167,-118.4664306
34.012875,-118.4807083
34.03255556,-118.4946806
34.02736111,-118.4523472
34.01448611,-118.4974861
34.01031944,-118.4805417
34.01411111,-118.4795278
34.025375,-118.5019444
34.01286111,-118.4946944
34.02780556,-118.4730972
34.00923611,-118.4868472
34.01626389,-118.4625556
34.02311111,-118.4836389
34.02205556,-118.4833333
34.03275,-118.4912361
34.005875,-118.4907083
34.01697222,-118.4976389
33.999375,-118.4819583
34.00827778,-118.4932778
34.03365278,-118.4738611
34.02691667,-118.5130278
34.00493056,-118.4778333
34.02644444,-118.5161944
34.01919444,-118.4699722
34.00729167,-118.4767778
34.01313889,-118.4959306
34.00248611,-118.473375
34.01669445,-118.4899583
34.01947222,-118.4913611
34.01243056,-118.4936111
34.01305556,-118.4893889
34.02311111,-118.4836389
34.00002778,-118.4767361
34.01011111,-118.4964722
34.0045,-118.4888611
34.00840278,-118.4937222
34.02,-118.4744722
34.02347222,-118.5108472
34.02913889,-118.48425
34.01377778,-118.4624028
,
34.01190278,-118.4825139
34.01573611,-118.4943611
34.03833333,-118.472875
34.01718056,-118.5006528
34.01195833,-118.4835278
34.00676389,-118.4885139
34.01947222,-118.4694444
34.02827778,-118.4804722
34.01086111,-118.48125
34.02604167,-118.457
34.02613889,-118.501
34.022375,-118.4618472
34.02025,-118.496875
34.02326389,-118.5013333
34.01195833,-118.4835278
34.01631945,-118.4968611
34.01419445,-118.49625
34.01319445,-118.4974861
34.00665278,-118.4915278
34.01122222,-118.4816806
34.023625,-118.4682083
34.00420833,-118.4858889
34.01933333,-118.4513611
34.01333333,-118.4924722
34.01631945,-118.4968611
34.01745833,-118.4890139
34.01631945,-118.4968611
34.02713889,-118.4883611
34.03161111,-118.4731528
34.02966667,-118.4571806
34.01204167,-118.4664306
34.03344445,-118.4823056
34.01631945,-118.4968611
34.00520833,-118.4869444
34.01631945,-118.4968611
34.01631945,-118.4968611
34.01631945,-118.4968611
34.01619445,-118.4667222
34.01165278,-118.4923333
34.04,-118.4869861
34.03304167,-118.4924861
34.01658333,-118.4879722
34.01208333,-118.4956389
34.02990278,-118.4833056
34.02493056,-118.483
34.02434723,-118.4498333
34.01344444,-118.4767083
34.03240278,-118.4818889
34.01625,-118.4802361
34.01879167,-118.4905833
34.02679167,-118.4575
34.03672222,-118.4700694
34.02069444,-118.4762222
34.01775,-118.4966944
34.01086111,-118.48125
34.01706945,-118.4959167
34.01377778,-118.4624028
34.03159722,-118.4861806
34.03334722,-118.4790556
34.029875,-118.5101667
34.01631945,-118.4968611
34.01261111,-118.4823194
34.00463889,-118.4747778
34.01011111,-118.4964722
34.02230556,-118.5057222
34.02805556,-118.4921944
34.02230556,-118.471625
34.01368056,-118.4735278
34.02120833,-118.4713056
34.01869444,-118.4923056
34.02586111,-118.5150556
34.03370833,-118.4802639
34.02638889,-118.4893056
33.99883333,-118.4809306
34.01933333,-118.4513611
34.01802778,-118.4915278
34.01009722,-118.4948333
34.01165278,-118.4923333
34.02101389,-118.4959167
34.02044445,-118.47225
34.02436111,-118.4805
34.03361111,-118.5068889
34.03061111,-118.4841111
34.02591667,-118.4915278
34.02408333,-118.4921389
,
34.01341667,-118.4972222
34.01009722,-118.4948333
34.02761111,-118.4861389
34.01252778,-118.4906389
34.01252778,-118.4906389
34.01279167,-118.4641111
34.01593056,-118.4908889
34.01279167,-118.4641111
34.01141667,-118.4845417
34.01279167,-118.4641111
34.025,-118.4909861
34.03113889,-118.4795972
34.01765278,-118.4984306
34.00640278,-118.475625
34.01122222,-118.4816806
34.01779167,-118.4783472
34.03748611,-118.4755833
34.034,-118.47825
34.01497222,-118.4952917
34.01765278,-118.4984306
34.03266667,-118.4766806
34.01745833,-118.4890139
34.02044445,-118.47225
34.01031944,-118.4805417
34.01933333,-118.4513611
34.01933333,-118.4513611
34.03068056,-118.4823611
34.02109722,-118.4877222
34.01313889,-118.4959306
34.02473611,-118.4864583
34.01631945,-118.4968611
34.01011111,-118.4964722
34.02086112,-118.5103472
34.01816667,-118.50275
34.03113889,-118.4795972
34.01497222,-118.4952917
34.00640278,-118.475625
34.02466667,-118.4526806
34.03319445,-118.4631667
34.01165278,-118.4923333
34.03940278,-118.4814444
34.01802778,-118.4915278
34.01765278,-118.4984306
34.02015278,-118.4755972
34.01227778,-118.4829444
34.02388889,-118.4826944
34.01790278,-118.5036944
34.02656944,-118.4559306
34.01208333,-118.4956389
34.01472222,-118.4772083
34.02008333,-118.500375
34.01333333,-118.4924722
34.03008333,-118.4766389
34.00520833,-118.4869444
34.03013889,-118.4641111
34.00398611,-118.4723889
34.01947222,-118.4694444
33.99926389,-118.4808472
34.01736111,-118.4971806
34.03865278,-118.4741528
34.02883333,-118.49125
34.019625,-118.5025972
34.02430556,-118.5103889
34.00338889,-118.47925
34.02284722,-118.4953056
34.01497222,-118.4952917
34.00520833,-118.4869444
34.02709722,-118.4965972
34.01501389,-118.4935139
34.03533333,-118.4896528
34.02345833,-118.497875
34.00175,-118.4720556
34.02063889,-118.4963889
34.00838889,-118.47375
34.01493056,-118.4779583
34.02469444,-118.491375
34.02990278,-118.4833056
34.03304167,-118.4924861
34.02719444,-118.5012917
34.03334722,-118.4790556
34.02744444,-118.4945694
34.02744444,-118.4945694
34.02844445,-118.4981667
34.03116667,-118.4995139
34.02863889,-118.4946944
34.00920833,-118.4702917
34.00845833,-118.4860139
34.00933333,-118.4974167
34.00051389,-118.4820972
34.01286111,-118.4946944
34.01319445,-118.4974861
34.02047222,-118.4998889
34.03586111,-118.4662917
34.01306945,-118.4838611
34.02683333,-118.45375
34.01822222,-118.4880556
34.01822222,-118.4880556
34.00302778,-118.4827778
34.00398611,-118.4723889
34.03130556,-118.4849306
34.00822222,-118.4873611
34.0065,-118.4899722
34.0065,-118.4899722
34.0065,-118.4899722
34.02672222,-118.4759583
34.01554167,-118.4978056
34.00548611,-118.4787917
34.02241667,-118.504
34.03036111,-118.4779167
34.027125,-118.4548194
34.02773611,-118.4645
34.02451389,-118.4599861
34.01804167,-118.472125
34.01025,-118.4956806
34.01602778,-118.4891667
34.01165278,-118.4923333
34.03402778,-118.47175
34.01227778,-118.4829444
34.00669444,-118.4650278
33.99938889,-118.4776528
34.01859722,-118.4940278
34.01745833,-118.4890139
34.02093056,-118.4746528
34.01722222,-118.5021389
34.01802778,-118.4915278
34.03141667,-118.4896667
34.034,-118.4880833
34.01802778,-118.4915278
33.99909722,-118.4840972
34.02644444,-118.5161944
34.02256945,-118.459
34.00406944,-118.47825
34.021875,-118.4868056
34.01286111,-118.466125
34.01779167,-118.4999028
34.02205556,-118.4687083
34.01286111,-118.466125
34.01441667,-118.4789306
34.01025,-118.4956806
34.02086112,-118.5103472
33.99952778,-118.4810833
34.01152778,-118.4781528
34.01447222,-118.4910556
34.01658333,-118.4879722
34.02230556,-118.5057222
34.01947222,-118.4913611
34.00548611,-118.4845972
34.02580556,-118.4615556
34.01859722,-118.4940278
34.01420833,-118.4753889
34.02576389,-118.4950278
34.02090278,-118.4911944
34.02863889,-118.4946944
34.02245833,-118.47275
34.01591667,-118.5005972
34.01859722,-118.4940278
34.01706945,-118.4959167
34.02608333,-118.4929861
33.99926389,-118.4808472
34.01252778,-118.4974167
34.01165278,-118.4923333
34.02709722,-118.4965972
34.01198611,-118.4634167
34.01938889,-118.4765278
34.01430556,-118.4945
34.01497222,-118.4952917
34.01563889,-118.4960833
34.02683333,-118.45375
34.03791667,-118.4669583
34.02290278,-118.4629861
34.02086112,-118.5103472
34.0065,-118.4899722
34.00904167,-118.4851528
34.030375,-118.4893611
34.03113889,-118.4795972
34.02665278,-118.4776667
34.01722222,-118.5021389
34.02775,-118.5145833
34.02702778,-118.5151111
34.02055556,-118.4815833
34.02301389,-118.4918194
34.027875,-118.4956528
34.01956945,-118.489625
34.02515278,-118.4924722
34.01856944,-118.4989444
34.01631945,-118.4968611
34.01366667,-118.4803194
34.02263889,-118.4547361
34.00420833,-118.4858889
34.01501389,-118.4935139
34.00795833,-118.4733472
34.02055556,-118.4981528
34.03204167,-118.4806667
34.02397222,-118.4874028
34.02751389,-118.5051944
34.01430556,-118.4636111
34.02797222,-118.4939167
34.01313889,-118.4959306
34.01165278,-118.4923333
34.01968056,-118.4731806
34.01313889,-118.4959306
34.01634722,-118.4611944
34.00904167,-118.4836944
34.03380556,-118.4834583
34.02515278,-118.4924722
34.01455556,-118.4800833
34.03098611,-118.483625
34.01544444,-118.4930972
34.01554167,-118.4978056
34.00984722,-118.4831944
34.02644444,-118.5161944
34.01956945,-118.489625
34.01631945,-118.4968611
34.01165278,-118.4923333
34.03641667,-118.4687917
34.00769444,-118.488125
34.00051389,-118.4820972
34.03941667,-118.4981111
34.01165278,-118.4923333
34.02223611,-118.49275
34.01798611,-118.4572917
34.01011111,-118.4964722
34.01947222,-118.4978194
34.01255556,-118.472375
34.00527778,-118.4896389
34.01419445,-118.49625
34.029875,-118.5101667
34.03565278,-118.4778611
33.999375,-118.4768611
34.01890278,-118.474125
34.01841667,-118.4974861
34.02847222,-118.4834444
34.024125,-118.5050833
34.02101389,-118.4959167
34.02638889,-118.4893056
34.02863889,-118.4946944
34.01783333,-118.4949722
34.03106944,-118.48025
34.00051389,-118.4820972
33.99952778,-118.4810833
34.02405556,-118.4529306
34.01979167,-118.4990972
34.01173611,-118.4938472
34.01879167,-118.4905833
34.04133333,-118.4853194
34.005625,-118.4891667
34.01455556,-118.4990278
34.01745833,-118.4890139
34.027,-118.4918611
34.02672222,-118.4759583
34.00011111,-118.4826944
34.01658333,-118.4879722
34.01408333,-118.498
34.00420833,-118.4858889
34.0085,-118.4888611
34.01631945,-118.4968611
34.01779167,-118.4783472
34.004125,-118.4876389
34.02236111,-118.4640417
34.01775,-118.4902639
34.02031945,-118.4886667
34.01802778,-118.4915278
34.00191667,-118.4867639
34.01922222,-118.4628611
34.01011111,-118.4964722
34.03247222,-118.4899722
34.036875,-118.48775
34.02347222,-118.4619444
34.02733333,-118.484875
34.01086111,-118.48125
34.01593056,-118.4908889
34.02086112,-118.5103472
34.02684722,-118.4870833
34.03397222,-118.4750833
34.03397222,-118.4750833
34.03748611,-118.4925
34.01911111,-118.4982778
34.0065,-118.4899722
34.02644444,-118.5161944
34.02070833,-118.4946528
34.01881945,-118.48325
34.02116667,-118.5007083
34.02761111,-118.4861389
34.02933333,-118.4807778
34.00979167,-118.4951944
34.00863889,-118.4651806
34.02454167,-118.4899167
34.01165278,-118.4923333
34.03719445,-118.4678472
34.01994445,-118.4955833
34.02608333,-118.4609167
34.01216667,-118.48
34.01286111,-118.466125
34.03065278,-118.4624167
34.01165278,-118.4923333
34.03779167,-118.4703889
34.02679167,-118.4575
34.00406944,-118.47825
34.02672222,-118.4759583
34.00640278,-118.475625
34.01070833,-118.4697917
34.03295833,-118.4747083
34.03344445,-118.4676806
34.02291667,-118.4935556
34.02255556,-118.4940417
34.03176389,-118.4826667
34.01511111,-118.4658194
34.02263889,-118.4858472
34.03291667,-118.4683194
34.01830556,-118.4927639
34.02780556,-118.4730972
34.02272222,-118.4905556
34.02302778,-118.4675
34.04318056,-118.476875
34.02672222,-118.4759583
34.01165278,-118.4923333
34.01165278,-118.4923333
34.00659722,-118.4786528
34.02129167,-118.4842778
34.00490278,-118.48925
34.01497222,-118.4952917
34.01252778,-118.4974167
34.00868056,-118.4933611
34.01879167,-118.4905833
34.01261111,-118.4823194
34.00975,-118.4798333
34.02173611,-118.5032222
34.01319445,-118.4974861
34.01065278,-118.4835972
34.02086112,-118.5103472
34.01497222,-118.4952917
34.01011111,-118.4964722
34.01011111,-118.4964722
34.00011111,-118.4826944
34.02155556,-118.4919722
34.02134722,-118.5069167
34.00769444,-118.488125
34.01622222,-118.4985833
34.02090278,-118.4911944
34.03819444,-118.4933333
34.00759722,-118.4813194
34.00266667,-118.4740694
34.03084722,-118.5091111
34.01765278,-118.4984306
34.02404167,-118.5003889
34.01659722,-118.4738472
34.01783333,-118.4949722
34.02493056,-118.4521389
34.01455556,-118.4487361
34.02041667,-118.4933889
34.00254167,-118.4835
34.01490278,-118.4615139
34.02330556,-118.4930972
34.02701389,-118.5150833
33.99884722,-118.4814306
34.00122222,-118.4821389
34.02252778,-118.4669028
34.03565278,-118.4697361
34.02644444,-118.5161944
34.00863889,-118.4651806
34.01573611,-118.4943611
34.01306945,-118.4838611
34.02101389,-118.4959167
34.02069444,-118.5029028
34.03333333,-118.4937361
33.99825,-118.4798194
34.00456945,-118.4836528
34.02636111,-118.458375
34.01165278,-118.4923333
34.01933333,-118.4513611
34.02713889,-118.4883611
34.00094444,-118.4825278
34.02205556,-118.4833333
34.00402778,-118.4714444
34.01319445,-118.4974861
34.01165278,-118.4923333
34.02102778,-118.4830139
34.02929167,-118.4890139
34.01305556,-118.4893889
34.02652778,-118.4940833
34.01755556,-118.4937083
34.00368056,-118.4852917
34.04066667,-118.4861528
34.03255556,-118.4946806
34.01638889,-118.4951389
34.02704167,-118.483625
34.01736111,-118.4525278
34.01354167,-118.4747083
34.02920833,-118.4972222
34.02822222,-118.4886944
34.03475,-118.4741528
34.01765278,-118.4984306
34.01011111,-118.4964722
34.023625,-118.4943611
34.01441667,-118.4789306
34.03748611,-118.4755833
34.03429167,-118.47625
34.01802778,-118.4915278
34.04141667,-118.4819583
34.01134722,-118.4804167
34.02665278,-118.4776667
34.02163889,-118.5049444
34.02105556,-118.4664444
34.00933333,-118.4974167
34.01313889,-118.4959306
34.01933333,-118.4513611
34.02608333,-118.4609167
34.019125,-118.4553333
34.02644444,-118.5161944
34.01165278,-118.4923333
34.00051389,-118.4820972
34.02290278,-118.4629861
34.00494444,-118.468
34.01408333,-118.498
34.02683333,-118.45375
34.01190278,-118.4825139
34.00547222,-118.4743611
34.01070833,-118.4697917
34.01418056,-118.4851528
34.01825,-118.5009861
34.01736111,-118.4907222
34.02316667,-118.4965972
34.00845833,-118.4860139
34.02015278,-118.4755972
34.01086111,-118.48125
34.01061111,-118.4939444
34.01658333,-118.4879722
34.04373611,-118.4865
34.00663889,-118.4841944
34.01669445,-118.4899583
34.00845833,-118.4860139
34.02086112,-118.5103472
34.02086112,-118.5103472
34.02086112,-118.5103472
34.02969444,-118.4950139
34.00227778,-118.4838611
34.01622222,-118.4985833
34.02086112,-118.5103472
34.00665278,-118.4915278
34.01573611,-118.4943611
34.01054167,-118.4953194
34.01677778,-118.4946528
34.00973611,-118.4929306
34.02704167,-118.483625
34.023625,-118.4943611
34.02397222,-118.4609861
34.03255556,-118.4946806
34.02638889,-118.4893056
34.00547222,-118.4743611
34.03093056,-118.4918611
34.01761111,-118.4830972
34.00879167,-118.4807222
34.01956945,-118.489625
34.01025,-118.4956806
34.02920833,-118.4972222
34.02115278,-118.4578194
34.01306945,-118.4838611
34.00718056,-118.4716944
34.04130556,-118.4708611
34.01765278,-118.4984306
34.02069445,-118.4690278
34.01270833,-118.4751667
34.01419445,-118.49625
34.02327778,-118.4737222
34.00868056,-118.4933611
34.01765278,-118.4984306
34.01879167,-118.4905833
34.01070833,-118.4697917
34.03176389,-118.4826667
34.02872222,-118.4994167
34.01968056,-118.4731806
34.03751389,-118.4941667
34.03865278,-118.4741528
34.00452778,-118.4804167
34.01016667,-118.4934306
34.02920833,-118.4972222
34.03833333,-118.472875
34.01011111,-118.4964722
34.01141667,-118.4845417
34.02638889,-118.4893056
34.03956944,-118.4916389
34.02061111,-118.4899306
34.04623611,-118.4894306
34.00725,-118.4757222
,
34.03073611,-118.4953194
34.01419445,-118.49625
34.029875,-118.5101667
34.01918056,-118.4965417
34.02613889,-118.501
34.03259722,-118.4639167
34.00595833,-118.4898333
34.02633333,-118.4563889
34.02255556,-118.4940417
34.01669445,-118.4899583
34.02330556,-118.4930972
34.02052778,-118.4852222
34.02147222,-118.4936944
34.02755556,-118.4539167
34.03477778,-118.483875
34.02330556,-118.4930972
34.01165278,-118.4923333
34.00380556,-118.4835694
34.01775,-118.4902639
34.03504167,-118.5003611
34.04584722,-118.4770417
34.02686111,-118.4553472
34.00784722,-118.4869861
34.02909722,-118.4794861
34.02086112,-118.5103472
34.03356945,-118.4691389
34.01601389,-118.4955972
34.03344445,-118.4823056
34.03344445,-118.4823056
34.02977778,-118.4868333
33.99926389,-118.4808472
34.01658333,-118.4879722
34.02129167,-118.4842778
34.01554167,-118.4978056
34.00973611,-118.4929306
34.01765278,-118.4984306
34.01306945,-118.4838611
34.023625,-118.4682083
34.01198611,-118.4634167
34.00952778,-118.4855833
34.02205556,-118.4687083
34.00984722,-118.4831944
34.02447222,-118.4916667
34.01025,-118.4956806
34.01497222,-118.4952917
34.01011111,-118.4964722
34.02990278,-118.4833056
34.02336111,-118.4996111
34.0145,-118.4855
34.029875,-118.5101667
34.02856944,-118.4899306
34.02279167,-118.5035278
34.01975,-118.4689306
34.00395833,-118.4798194
34.02709722,-118.4965972
34.00191667,-118.4856528
34.02423611,-118.4969167
33.99926389,-118.4808472
34.02515278,-118.4759028
34.021875,-118.4868056
34.00676389,-118.4885139
34.01783333,-118.4949722
34.01852778,-118.4563611
34.00973611,-118.4929306
34.02569444,-118.5031528
34.02780556,-118.4730972
34.01011111,-118.4964722
34.01165278,-118.4923333
34.0073889,-118.4944861
34.01306945,-118.4838611
34.02195833,-118.508875
34.01554167,-118.4978056
34.03102778,-118.4965694
34.02797222,-118.4939167
34.00051389,-118.4820972
34.02025,-118.496875
33.99741667,-118.4799861
34.02152778,-118.4655556
34.02263889,-118.4656389
34.01940278,-118.4784028
34.02730556,-118.4718056
34.009,-118.4881389
34.01261111,-118.4823194
34.02127778,-118.4653611
34.02138889,-118.4954444
34.01573611,-118.4943611
34.01975,-118.4689306
34.01227778,-118.4829444
34.01976389,-118.4861667
34.001,-118.4814444
34.02093056,-118.5075694
34.009,-118.4881389
34.01419445,-118.49625
34.01986111,-118.4973611
34.01890278,-118.474125
34.02744444,-118.4945694
34.03295833,-118.4747083
34.01333333,-118.4924722
34.01193056,-118.4677083
34.03827778,-118.4681528
34.00094444,-118.4857778
34.01573611,-118.4943611
34.03940278,-118.4814444
34.01697222,-118.4976389
34.02054167,-118.4705139
34.02330556,-118.4930972
34.00640278,-118.475625
34.00640278,-118.475625
34.00784722,-118.4869861
34.02377778,-118.4908611
34.01677778,-118.4882222
34.01419445,-118.49625
34.019,-118.4871111
34.028875,-118.5023333
34.02547222,-118.5002222
34.03458333,-118.4979583
34.00244444,-118.4714722
,
34.01366667,-118.4708611
34.012875,-118.4727222
34.02561111,-118.4578611
34.01243056,-118.4936111
34.01354167,-118.4726806
34.02473611,-118.4864583
34.02638889,-118.4893056
34.02025,-118.496875
34.01579167,-118.4649583
34.01677778,-118.4946528
34.03702778,-118.4713333
34.01011111,-118.4964722
34.02483333,-118.4847222
34.03504167,-118.5003611
34.02330556,-118.4930972
34.01658333,-118.498125
34.01004167,-118.4866389
34.02652778,-118.4940833
34.01702778,-118.4792917
34.03305556,-118.4810833
34.01554167,-118.4978056
34.01419445,-118.49625
34.01706945,-118.4959167
34.01631945,-118.4968611
34.00115278,-118.4837361
34.021875,-118.4868056
34.02929167,-118.4890139
34.01501389,-118.4935139
34.01765278,-118.4984306
34.03940278,-118.4732222
34.01173611,-118.4938472
34.00319444,-118.4712917
34.02263889,-118.4858472
34.02591667,-118.4915278
34.02606945,-118.4880278
34.01879167,-118.4905833
34.03176389,-118.4826667
34.03894445,-118.5012361
34.00526389,-118.4755
34.02330556,-118.4866389
34.00420833,-118.4858889
34.00408333,-118.4741389
34.04034722,-118.4974861
34.02031945,-118.4886667
34.00079167,-118.4782917
34.01706945,-118.4959167
34.02263889,-118.4656389
34.01706945,-118.4959167
34.02230556,-118.5057222
34.00859722,-118.4877361
34.00265278,-118.4824167
33.99926389,-118.4808472
34.00265278,-118.4824167
34.02255556,-118.4940417
34.02040278,-118.5016667
34.01490278,-118.4604861
34.00768056,-118.4929722
34.01706945,-118.4959167
34.01419445,-118.49625
34.01922222,-118.4628611
34.00961111,-118.48725
34.02054167,-118.4705139
34.02040278,-118.5016667
34.01856944,-118.4989444
34.03390278,-118.4654722
34.02672222,-118.4759583
34.01165278,-118.4923333
34.01333333,-118.4924722
34.02397222,-118.4609861
34.01193056,-118.4677083
34.01286111,-118.4946944
34.01631945,-118.4968611
34.02693056,-118.4685139
34.03180556,-118.4956389
34.01306945,-118.4838611
34.01252778,-118.4974167
34.02384722,-118.5038333
34.01011111,-118.4964722
34.00355556,-118.4735139
34.038875,-118.4924722
34.02026389,-118.4556389
34.03855556,-118.4694444
34.01031944,-118.4805417
34.01333333,-118.4888889
